Title,Author,genres
The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,Adult; Adult Fiction; British Literature; Chick Lit; English History; European Literature; Fiction; Historical; Historical Fiction; Historical Romance; Romance; Tudor Period; Womens Fiction
The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,Adult; Adult Fiction; Audiobook; British Literature; English History; European Literature; Fiction; Historical; Historical Fiction; Historical Romance; Romance; Tudor Period
The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,18th Century; Adult; Audiobook; British Literature; Chick Lit; European Literature; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Romance; Womens Fiction
The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,16th Century; Adult; Adult Fiction; British Literature; English History; European Literature; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Romance; Tudor Period
Virgin Earth  (Tradescant  #2),Philippa Gregory,17th Century; Adult; British Literature; English History; European Literature; Fiction; Gardening; Historical; Historical Fiction; Historical Romance; Horticulture; Literature; Romance; Tudor Period
The Wise Woman,Philippa Gregory,16th Century; British Literature; English History; European Literature; Fantasy; Fiction; Historical; Historical Fiction; Literature; Magic; Paranormal; Romance; Tudor Period; Witches
Meridon (The Wideacre Trilogy  #3),Philippa Gregory,Adult; Adult Fiction; Audiobook; British Literature; European Literature; Fantasy; Fiction; Historical; Historical Fiction; Historical Romance; Romance
The Little House,Philippa Gregory,Chick Lit; Contemporary; Fiction; Historical; Historical Fiction; Mystery; Mystery Thriller; Novels; Romance; Suspense; Thriller; Womens Fiction
Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,18th Century; Adult; Adult Fiction; Audiobook; British Literature; European Literature; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Romance
Un café lejos de aquí,Z.Z. Packer/María Pérez López de Heredia,Adult Fiction; African American; American; Contemporary; Cultural; Fiction; Literary Fiction; Literature; Race; Short Stories; Short Story Collection
You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,Activism; Autobiography; Biography; Biography Memoir; History; Memoir; Nonfiction; Philosophy; Politics; Social Issues; Social Justice; Social Movements
Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,American; American History; Essays; History; Literature; Nonfiction; North American Hi...; Philosophy; Political Science; Politics; The United States Of America; United States; Writing
Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,Adult Fiction; Africa; Australia; British Literature; Contemporary; Cultural; European Literature; Fiction; Humor; Mystery; Romance; Short Stories
Ella Minnow Pea: A Novel in Letters,Mark Dunn,Adult; Adult Fiction; Book Club; Contemporary; Dystopia; Fantasy; Fiction; Humanities; Humor; Language; Science Fiction; Young Adult
Daisy Miller and Other Stories,Henry James/Jean Gooder,19th Century; American; Classic Literature; Classics; Fiction; Historical; Literary Fiction; Literature; Novels; Short Stories; Victorian
The Turn of the Screw/Daisy Miller,Henry James,19th Century; American; Classics; Fiction; Gothic; Horror; Literature; Mystery; Novella; Short Stories
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,Africa; Biology; Cultural; Health; History; Horror; Medical; Medicine; Nonfiction; Science; Thriller
The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,Africa; Biology; Cultural; Health; History; Horror; Medical; Medicine; Nonfiction; Science; Thriller
Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,Environment; Gardening; Horticulture; Nature; Nonfiction; Plants
Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,Animals; Childrens; Dogs; Fiction; Middle Grade; Realistic Fiction; Young Adult
Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury,Animal Fiction; Animals; Cats; Childrens; Fiction; Middle Grade; Realistic Fiction; Young Adult; Young Readers
Hear the Wind Blow,Mary Downing Hahn,Adventure; Childrens; Civil War; Family; Historical; Historical Fiction; Juvenile; Military History; Realistic Fiction; Survival; War; Young Adult
Case Histories (Jackson Brodie #1),Kate Atkinson,Adult; Audiobook; British Literature; Contemporary; Crime; Detective; European Literature; Fiction; Mystery; Mystery Thriller; Thriller
Three Case Histories,Sigmund Freud/Philip Rieff,20th Century; Anthologies; Biography; Essays; European Literature; German Literature; Literature; Nonfiction; Philosophy; Psychoanalysis; Psychology; Theory; Writing
Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,American; Audiobook; Contemporary; Fiction; Gay; Gay Fiction; Humor; LGBT; Literature; Novels; Queer
Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,American; Classics; Fiction; Gay; Gay Fiction; Humor; LGBT; Literature; Queer
The Intuitionist,Colson Whitehead,African American; Cultural; Fantasy; Fiction; Literary Fiction; Literature; Mystery; Novels; Race; Science Fiction; Speculative Fiction
John Henry Days,Colson Whitehead,African American; American; Americana; Contemporary; Cultural; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Novels; Race
Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,Anti Racist; Education; History; Nonfiction; Politics; Psychology; Race; Social Justice; Social Movements; Sociology; Teaching
The Custard Kid (Black Cats),Terry Deary,Childrens stories
The Magus,John Fowles,British Literature; Classics; Contemporary; Cultural; European Literature; Fantasy; Fiction; Greece; Literary Fiction; Literature; Mystery; Novels
The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,Biography; History
The Myth of the Magus (Canto Original),Elizabeth M. Butler,History; Religion
Cards on the Table (Hercule Poirot  #15),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
A Murder Is Announced (Miss Marple  #5),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
And Then There Were None,Agatha Christie,Adult; Audiobook; Classics; Crime; Fiction; Mystery; Mystery Thriller; Novels; Suspense; Thriller
Sleeping Murder (Miss Marple  #13),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,Audiobook; Autobiography; Biography; Biography Memoir; British Literature; Crime; European Literature; History; Memoir; Mystery; Nonfiction
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,Adult; Audiobook; Classics; Crime; Detective; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,Adult; Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Halloween; Holiday; Mystery; Mystery Thriller; Thriller
One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,Adult; Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
A Caribbean Mystery,Agatha Christie/Rosalind Ayres,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Crooked House,Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
The Body in the Library (Miss Marple  #3),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Witness for the Prosecution and Selected Plays,Agatha Christie,British Literature; Classics; Crime; Detective; Drama; European Literature; Fiction; Mystery; Mystery Thriller; Plays; Short Stories; Thriller
The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Partners in Crime (Tommy and Tuppence #2),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Short Stories; Thriller
The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Short Stories; Thriller
Murder at the Vicarage (Miss Marple  #1),Agatha Christie,Audiobook; British Literature; Classics; Cozy Mystery; Crime; Detective; European Literature; Fiction; Mystery; Mystery Thriller; Thriller
The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser,British Literature; Classics; Crime; Detective; European Literature; Fiction; Mystery; Mystery Thriller; Romance; Short Stories; Thriller
The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
The Unexpected Guest: A Play In Two Acts,Agatha Christie,Adult; Audiobook; British Literature; Classics; Crime; European Literature; Fiction; Mystery; Mystery Thriller; Plays; Thriller
After the Funeral,Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,Adult; Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Mystery; Mystery Thriller; Thriller
Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,Fiction; Mystery; Short Stories
Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,Audiobook; British Literature; Christmas; Classics; Crime; Detective; European Literature; Fiction; Holiday; Mystery; Mystery Thriller; Thriller
Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,Audiobook; Christmas; Classics; Holiday; Mystery
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,Adult; Audiobook; Classics; Crime; Detective; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Death on the Nile (Hercule Poirot  #17),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
The Most of P.G. Wodehouse,P.G. Wodehouse,Anthologies; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels; Short Stories
Full Moon (Blandings Castle  #7),P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Humor; Literature; Novels; Romance
How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels
Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Mystery; Novels; Short Stories
Spring Fever,P.G. Wodehouse,20th Century; British Literature; Classics; Comedy; European Literature; Fiction; Humor; Literature; Novels; Romance
Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Short Stories
Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Humor; Literature; Short Stories
The Mating Season (Jeeves  #9),P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels
Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels
Big Money,P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels
Much Obliged  Jeeves,P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels
The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels; Short Stories
Thank You  Jeeves,P.G. Wodehouse/Jonathan Cecil,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels
Money in the Bank,P.G. Wodehouse,Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Novels
The Luck of the Bodkins,P.G. Wodehouse,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature
Joy in the Morning,P.G. Wodehouse/Chris Miller,20th Century; Audiobook; British Literature; Classics; Comedy; European Literature; Fiction; Historical; Historical Fiction; Humor; Literature; Novels
The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Mystery; Mystery Thriller; Short Stories; Thriller
Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,Audiobook; British Literature; Classics; Crime; Detective; European Literature; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller
Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,Anthologies; British Literature; Classics; Crime; Detective; European Literature; Fiction; Mystery; Mystery Thriller; Short Stories; Thriller
The Husband,Dean Koontz,Adult; Audiobook; Crime; Fiction; Horror; Mystery; Mystery Thriller; Novels; Suspense; Thriller
City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,Fantasy; Fiction; Horror; Mystery; Paranormal; Science Fiction; Supernatural; Suspense; Thriller; Victor Frankenstein
Sole Survivor,Dean Koontz,Fantasy; Fiction; Horror; Mystery; Mystery Thriller; Paranormal; Science Fiction; Supernatural; Suspense; Thriller
Forever Odd (Odd Thomas  #2),Dean Koontz,Fantasy; Fiction; Ghosts; Horror; Mystery; Paranormal; Supernatural; Suspense; Thriller; Urban Fantasy
Life Expectancy,Dean Koontz,Audiobook; Fantasy; Fiction; Horror; Humor; Mystery; Mystery Thriller; Paranormal; Suspense; Thriller
The Raphael Affair (Jonathan Argyll  #1),Iain Pears,Art; Art History; Crime; Cultural; Fiction; Historical; Historical Fiction; Italy; Mystery; Mystery Thriller; Thriller
The Dream of Scipio,Iain Pears,Cultural; Fiction; France; Historical; Historical Fiction; Literary Fiction; Literature; Medieval; Mystery; Novels; Philosophy
Welcome to the Great Mysterious,Lorna Landvik,Adult Fiction; Chick Lit; Contemporary; Family; Fiction; Humor; Literature; Realistic Fiction; Womens; Womens Fiction
Oh My Stars,Lorna Landvik,Adult; Adult Fiction; Audiobook; Book Club; Chick Lit; Fiction; Historical; Historical Fiction; Novels; Womens Fiction
Your Oasis on Flame Lake,Lorna Landvik,20th Century; Adult Fiction; Book Club; Chick Lit; Contemporary; Drama; Fiction; Humor; Literature; Novels; Womens Fiction
Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,Adult; Adult Fiction; Audiobook; Book Club; Chick Lit; Contemporary; Fiction; Humor; Romance; Womens Fiction
The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,Fiction
Anne's House Of Dreams,L.M. Montgomery,Audiobook; Canada; Childrens; Classics; Cultural; Fiction; Historical; Historical Fiction; Middle Grade; Romance; Young Adult
Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie,Classics; Crime; Fiction; Mystery
The Phantom Tollbooth,Norton Juster/Jules Feiffer,Academic; Adventure; Childrens; Classics; Fantasy; Fiction; Humor; Juvenile; Middle Grade; School; Young Adult
The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen,Audiobook; Epic Fantasy; Fantasy; Fiction; Heroic Fantasy; High Fantasy; Novels; Science Fiction; Science Fiction Fantasy; Sword and Sorcery
The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,Audiobook; Epic Fantasy; Fantasy; Fiction; Heroic Fantasy; High Fantasy; Novels; Science Fiction; Science Fiction Fantasy; Sword and Sorcery
Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,Audiobook; Fantasy; Fiction; Science Fiction; Science Fiction Fantasy; Space; Space Opera
The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,Audiobook; Epic Fantasy; Fantasy; Fiction; Heroic Fantasy; High Fantasy; Science Fiction; Science Fiction Fantasy; Sword and Sorcery
Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,Fantasy; Fiction; Greek Mythology; Mythology; Retellings; Science Fiction
The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,Fantasy; Fiction; Mythology
Berserker: Blue Death (Berserker  #8),Fred Saberhagen,Audiobook; Fantasy; Fiction; Science Fiction; Science Fiction Fantasy
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,Adult; Adult Fiction; European Literature; Fiction; Historical; Historical Fiction; Literature; Magical Realism; Novels; Romance; Spanish Literature
My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,Autobiography; Biography; Biography Memoir; Cultural; European Literature; Historical; History; Latin American; Memoir; Nonfiction; Spanish Literature; Travel
Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,Autobiography; Biography; Biography Memoir; Cookbooks; Cooking; Cultural; European Literature; Food; Food and Drink; Latin American; Memoir; Nonfiction; Romance; Spanish Literature
Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,Cultural; European Literature; Fiction; Historical; Historical Fiction; Latin American; Literary Fiction; Literature; Magical Realism; Novels; Romance; Spanish Literature
Strange Relations,Philip José Farmer,Adult Fiction; Aliens; Anthologies; Collections; Erotica; Fantasy; Fiction; Science Fiction; Science Fiction Fantasy; Short Stories; Speculative Fiction
The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,Adventure; Anthologies; Collections; Fantasy; Fiction; Science Fiction; Science Fiction Fantasy; Speculative Fiction
Dayworld (Dayworld #1),Philip José Farmer,Anthologies; Apocalyptic; Audiobook; Classics; Collections; Dystopia; Fantasy; Fiction; Post Apocalyptic; Science Fiction; Science Fiction Fantasy; Speculative Fiction
The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer,Fantasy; Fiction
Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,Art; Childrens; Classics; Fantasy; Fiction; Graphic Novels; Literature; Picture Books; Reference; Science Fiction; Sequential Art
The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,Fantasy; Fiction; Reference
Mr. Majeika and the School Trip,Humphrey Carpenter,Childrens; Fantasy
The Infinite Plan,Isabel Allende,Contemporary; Cultural; European Literature; Fiction; Historical; Historical Fiction; Latin American; Literary Fiction; Literature; Magical Realism; Novels; Romance; Spanish Literature
Ines of My Soul,Isabel Allende/Margaret Sayers Peden,Cultural; European Literature; Fiction; Historical; Historical Fiction; Latin American; Latin American Literature; Literature; Magical Realism; Novels; Romance; Spanish Literature
Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,20th Century; Classics; Criticism; Cultural; Essays; European Literature; Latin American; Literary Criticism; Literature; Nonfiction; Philosophy; Spanish Literature; Writing
The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,Classics; Cultural; Fantasy; Fiction; Folklore; Latin American; Literature; Magical Realism; Mythology; Reference; Short Stories
Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,20th Century; Classics; Cultural; European Literature; Fantasy; Fiction; Latin American; Literature; Magical Realism; Philosophy; Short Stories; Spanish Literature
This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,20th Century; Criticism; Cultural; Essays; Language; Latin American; Literary Criticism; Literature; Nonfiction; Philosophy; Poetry; Writing
Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,Business; Games; Nonfiction; Reference; Self Help; Sports; Sports and Games
Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,Architecture; Art; Design; Drawing; Nonfiction; Reference; Textbooks
The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,Alcohol; Autobiography; Environment; Essays; Food; Food and Drink; Foodie; Memoir; Nature; Nonfiction; Travel; Wine; Writing
The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,Art; Audiobook; Biography; Classics; Fairies; Fantasy; Folklore; History; Mystery; Nonfiction; Paranormal; Photography
Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,Fantasy; Fiction; Graphic Novels; Horror; Manga; Novels; Paranormal; Science Fiction; Sequential Art; Supernatural; Vampires
Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,Fantasy; Fiction; Graphic Novels; Horror; Light Novel; Manga; Novels; Paranormal; Science Fiction; Sequential Art; Supernatural; Vampires
Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,Fantasy; Fiction; Horror; Light Novel; Manga; Novels; Paranormal; Science Fiction; Sequential Art; Supernatural; Vampires
Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,Fantasy; Fiction; Horror; Light Novel; Manga; Novels; Paranormal; Science Fiction; Science Fiction Fantasy; Sequential Art; Vampires
Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,Asian Literature; Fantasy; Fiction; Horror; Japanese Literature; Manga; Novels; Paranormal; Science Fiction; Sequential Art; Supernatural; Vampires
Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,Art; Asian Literature; Cultural; Fantasy; Horror; Japan; Japanese Literature; Manga; Novels; Paranormal; Reference; Science Fiction; Sequential Art; Vampires
Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,Academic; Christian; Classics; Fantasy; Fiction; Literature; Mythology; Philosophy; Poetry; Religion; School
Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan,Academic; Classic Literature; Classics; Epic; Fantasy; Fiction; Literature; Philosophy; Poetry; Religion; School
Leviathan,Thomas Hobbes/Edwin M. Curley,17th Century; Academic; Classics; History; Law; Literature; Nonfiction; Philosophy; Political Science; Politics; School
The Book of Leviathan,Peter Blegvad,Art; Comedy; Comic Book; Comics; Fantasy; Fiction; Graphic Novels; Graphic Novels Comics; Humor; Philosophy; Sequential Art
Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,American; American History; Classics; Cultural; France; History; Literature; Nonfiction; North American Hi...; Philosophy; Political Science; Politics; Sociology
Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,American; American History; Classics; Cultural; France; History; Literature; Nonfiction; North American Hi...; Philosophy; Political Science; Politics; Sociology
Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,Music
Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,Performing Arts
The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,Classics; Cultural; European Literature; Fantasy; Fiction; German Literature; Germany; Literature; Nobel Prize; Novels; Philosophy; Science Fiction
The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,18th Century; Academic; Classics; Cultural; European Literature; Fiction; German Literature; Germany; Literature; Medievalism; Novels; Romance; Romanticism; School
The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,18th Century; Classics; Cultural; European Literature; Fiction; German Literature; Germany; Literature; Medievalism; Philosophy; Romance; Romanticism; Textbooks
The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,18th Century; Academic; Classics; Cultural; European Literature; Fiction; German Literature; Germany; Literature; Medievalism; Novels; Romance; Romanticism; School
The Dream Master,Roger Zelazny,20th Century; Classics; Fantasy; Fiction; Literature; Novels; Psychology; Science Fiction; Science Fiction Fantasy; Short Stories; Speculative Fiction
The Queen's Necklace,Teresa Edgerton,Adult; Adventure; Fantasy; Fiction; High Fantasy
Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,Adventure; Fantasy; Fantasy Of Manners; Fantasy Romance; Fiction; High Fantasy; Historical; Historical Fiction; Magic; Romance; Science Fiction Fantasy
The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,Epic Fantasy; Fantasy; Fiction; Science Fiction; Science Fiction Fantasy; Speculative Fiction
The Castle of  the Silver Wheel,Teresa Edgerton,Fantasy; Fiction; Science Fiction Fantasy; Speculative Fiction
China and Japan (Myths and Legends),Donald A. Mackenzie,China; Cultural; Fantasy; Folklore; History; Mythology; Nonfiction; Reference
A Madman Dreams of Turing Machines,Janna Levin,Computer Science; Fiction; Historical; Historical Fiction; Literature; Mathematics; Novels; Philosophy; Physics; Science; Science Fiction
Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,Biography; Computer Science; Computers; History; Mathematics; Nonfiction; Science; Technology
Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,Mathematics; Philosophy; Science
Heart of Darkness,Joseph Conrad,Academic; Adventure; Africa; Classics; Cultural; Fiction; High School; Historical; Historical Fiction; Literature; Novels; Read For School; School; Young Adult
Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,Adventure; Audiobook; Childrens; Fantasy; Fiction; Juvenile; Novels; Science Fiction; Science Fiction Fantasy; Speculative Fiction; Young Adult
Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,Adventure; Childrens; Classics; Fantasy; Fiction; Juvenile; Science Fiction; Science Fiction Fantasy; Space; Survival; Young Adult
